"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT3G02480",1.538832,2.311862549,0.835579808,2.103041851,1.573863418,3.056420932,1.769772618,3.428009518,2.171953103,2.113677781,0.714222095,3.838735289,0.602023838,0.848421714,1.288689099,1.849414274,0.619320903,1.39733212,0.693566173,1.113315213,0.656888966,0.412820295,0.601107073,0.556938778,2.420212269,2.018854323,3.54927172,2.662779437,2.320707849,0.710651,2.53310511,NA
"AT3G02540",2.219521868,1.839543795,2.019419983,1.451285127,1.953215257,1.64088662,2.009865687,1.554658287,2.601883804,1.871107998,1.792178189,2.287944819,1.409815073,1.869528333,1.806743489,1.674217971,2.551900593,1.194111902,1.870104596,1.598941205,1.362625288,1.894311911,1.479374565,1.578770588,1.99284924,1.302705148,1.921467901,1.73900743,1.453297494,1.598958153,1.449178379,NA
"AT3G06780",1.241619411,1.71301957,1.331919098,1.257751579,1.225663032,1.750053729,1.544747688,1.39872785,2.083729134,2.200530397,2.394115626,2.352871077,0.702447808,1.809512219,1.528751821,1.618806575,1.481683564,1.485765324,3.447421639,1.335166725,0.875153333,1.580219669,3.214014192,1.889795731,2.861170645,2.741629607,1.506055033,2.369618428,2.536026009,1.017057821,1.700556773,NA
"AT3G06530",2.765197957,1.767346436,1.778269434,1.417982772,2.940781158,1.961074001,2.262363769,1.485791717,0.746713708,1.052817315,0.952936574,0.819345428,4.30846827,2.213716648,1.855781767,1.576214414,2.399811373,1.591319514,1.43924952,1.66575505,1.489619446,3.924648748,0.595175257,2.003147817,0.850329788,0.87779691,1.269489436,0.999205378,0.746630938,1.4119196,1.090872477,NA
"AT3G06500",5.901398541,6.8638154,6.07123326,8.805389417,6.959699081,18.95907393,12.86633223,11.06814183,13.46087971,11.37257191,5.481605824,17.21660587,3.939942855,9.189084071,4.281033936,4.741159356,2.236566803,5.865375649,10.70444884,3.614321785,3.074927367,7.330396562,14.63082442,8.345382782,8.379567813,10.23384449,8.308645734,8.974019347,14.2896605,4.829728026,10.81058163,NA
"AT3G06590",1.716669807,1.839522994,1.762692025,1.390473663,1.218121286,1.299743325,1.790103619,1.236941829,1.371408156,1.472594971,0.892488766,1.726373287,0.818005244,0.802755993,0.870321638,0.816107467,0.906588118,0.888269328,0.952951205,1.560421063,1.165048215,1.075070826,2.582382533,1.607500525,1.537372535,1.743714696,1.438580649,1.573222627,1.073206486,1.574806059,1.321264262,NA
"AT3G06510",1.928409024,1.139226671,2.271931058,1.248018622,1.95964144,1.347803859,1.908180408,1.28036006,1.642348624,1.496885331,1.695511614,1.418131574,1.978382584,2.622161633,1.65285708,1.717765975,1.88505358,1.355751686,1.575733293,1.202028076,1.111325046,1.750547041,0.943544347,1.268472145,1.263172417,1.334199147,1.819605839,1.472325801,2.341056343,1.311570495,2.069344342,NA
"AT3G06610",5.158775885,3.224686142,4.346861508,2.147342461,4.274291584,3.060342295,4.099332109,2.165285219,2.818150952,2.933633577,3.121741863,3.219374298,7.327561335,3.240944779,3.989902783,3.530307962,5.577955986,2.861444402,2.156392523,3.257055975,3.802938352,8.529193693,1.384502321,4.572211455,3.262325277,2.941880746,4.65867349,3.620959838,2.153083241,2.600040628,2.592027358,NA
"AT3G06650",13.09239884,12.91221973,9.78713248,6.160812554,11.27144925,12.4026734,12.77897476,5.051929201,11.46024755,7.630885183,7.599368701,8.218763975,7.057460624,6.669246781,6.045886463,5.806257973,8.181363187,4.150038229,4.944462686,3.838926688,4.519787923,9.29754649,13.46925045,9.095528286,3.499148971,1.573978278,3.939702479,3.004276576,1.715506751,6.898052597,4.360973335,NA
"AT3G06580",5.711607946,5.354122047,7.863571436,5.539913708,5.502991879,6.185005929,7.103194815,4.216474511,6.981555369,5.069309464,5.490400213,5.237895127,3.999270759,4.102114746,4.432512204,3.500712643,6.568307381,3.228516587,5.391503921,2.492593649,2.493633795,5.226746526,5.43946659,4.386615637,3.72342288,3.361655032,2.852505601,3.312527838,3.295255536,3.196755837,3.462057625,NA
"AT3G06760",2.89983736,3.558935778,3.496226709,2.651103309,2.789295874,4.534128595,4.307277115,2.759992572,6.588433909,6.23638841,6.692113289,7.660671116,1.885240176,3.833910972,2.450735219,2.274861605,2.277245623,2.80009843,5.715274039,2.990315207,1.760167786,2.324318568,6.886725946,3.657070767,4.382475807,2.833112,4.592629134,3.936072313,9.548167212,4.033266495,7.31137507,NA
"AT3G06680",15.8885039,11.84860874,13.69395137,8.582211208,15.39233042,9.826464662,12.54967369,7.406881867,2.963925276,3.798540727,4.410027924,4.428719134,9.160040083,1.984793872,6.52366176,5.681368255,8.772981641,5.116635384,2.031674659,4.73801821,6.418754917,7.172708205,0.811761596,4.801074906,2.322466233,2.97615533,3.542347752,2.946989771,1.108373182,3.37389871,2.502589453,NA
"AT3G06810",1.391603245,1.090167002,1.500421561,1.181285535,1.611379524,1.745147034,1.824703875,1.432226285,1.173600876,1.275485595,1.698742298,1.2021757,1.297316457,1.453587685,1.263246919,1.300809391,1.247582109,1.241349258,2.169594799,1.046848382,0.909930019,0.991081903,0.783037673,0.894683198,0.902004406,0.782173914,0.96021136,0.881463226,2.106926716,1.325595553,1.811364348,NA
"AT3G06790",3.368617918,2.165250611,2.788367024,1.615832202,2.871455466,1.974252385,2.677647385,1.755893618,1.669865297,1.7568284,2.117251329,2.29034487,5.496755245,3.040627557,2.334365918,1.962410164,3.29737289,1.7433147,1.851963754,1.880501139,2.098912349,4.489831066,0.787421325,2.45872158,1.688619437,1.772710811,2.2886481,1.91665945,1.437796132,1.950160574,1.891300948,NA
"AT3G06850",3.324568628,1.732340136,2.359399567,2.063289084,2.630455668,1.937689187,2.620141102,2.445251567,3.278017001,2.550492792,1.924502852,2.974394148,2.694882468,5.512775347,1.526667674,1.721554263,1.530351868,1.32809689,1.343837554,1.324452585,1.830577985,2.569234044,1.447609812,1.949140614,1.969937338,1.463556353,2.257141163,1.896878285,4.503067362,1.136645156,2.411620669,NA
"AT3G06770",2.787334023,2.290254446,3.241565202,2.564685934,2.151228311,2.751314195,3.624892179,2.777275246,5.231838791,3.079030289,2.20180585,3.632599196,1.906369462,1.639276747,1.590181085,1.291803009,2.211526332,1.267213915,0.951134641,1.609000569,1.366024327,1.16247494,7.521155251,3.349884839,1.664362892,1.559841119,1.112145043,1.445449684,0.904607629,1.637764076,1.21380154,NA
"AT3G06720",2.11965799,1.826620363,2.234438167,1.572066347,2.316791408,1.999074754,2.305038601,1.549861645,2.15078736,2.050659892,2.342793661,2.468889057,2.158607375,1.338515653,1.837557118,1.905773267,2.239788473,1.367109614,1.859340433,2.767360892,1.392978235,2.248662006,1.464235954,1.701958732,2.259374455,2.040368177,2.133355396,2.14436601,2.490552942,3.759129574,3.093812778,NA
"AT3G06700",22.47371269,17.65344176,19.6415098,13.11935878,23.07905948,14.79543038,19.19273455,12.13146559,6.031009477,7.300878322,8.09035015,7.416741964,15.21451809,6.028427778,15.29703708,17.05953053,19.03748973,9.79409097,4.465463023,10.52089733,17.65451596,18.71117716,2.729673505,13.03178888,6.402894311,8.147910922,8.330383107,7.62706278,2.433660802,8.003904393,5.367496959,NA
"AT3G06670",1.085237822,1.078327661,1.040057826,1.048725821,1.307178839,1.44161693,1.341614391,1.015979837,1.185650352,1.189147022,1.261674451,1.163847178,1.18715987,1.248994458,1.125042174,0.965378401,1.344900649,1.064847472,1.502467488,1.056430297,0.92252915,1.473776689,1.269335213,1.221880351,0.903421332,0.985724051,0.935852747,0.941666043,1.242946052,1.236157497,1.217864025,NA
"AT3G06750",1.679981179,1.107414539,2.736359941,1.586573083,1.771308897,1.700506926,2.257983812,1.631661614,2.520245548,2.197416006,1.50616416,1.84865902,0.906004492,1.166563634,1.089069133,1.134435445,0.882454738,1.250317215,1.200292001,1.850446186,1.378919881,1.160674454,1.520293034,1.353295789,2.773773944,2.65955732,2.729459582,2.720930282,3.872986183,1.506514951,2.796717284,NA
"AT3G06540",1.439401336,1.608798523,1.471166084,1.351359789,1.610599062,1.618653263,1.767782973,1.327057526,1.848787329,1.658009164,1.824921131,1.609751301,1.557162064,1.943561744,1.629412058,1.399305495,2.07334648,1.415584199,2.502008543,1.114601207,1.14422774,2.05109264,1.27632896,1.49054978,1.273209632,1.025988051,1.565499139,1.288232274,1.703387092,1.529637211,1.9341921,NA
"AT3G07000",0.649881441,1.09411446,0.676934239,1.546362089,0.672647594,0.963236957,0.950751077,1.425347159,1.339942497,1.065313052,0.908168284,0.992281044,1.078689288,1.250652829,2.162856872,1.783672839,3.382278381,1.322619397,0.788995833,0.960210249,0.865031976,0.650943618,0.767773451,0.761249681,1.456554205,0.961117519,1.047937145,1.155202957,0.740558622,0.798858825,0.77506893,NA
"AT3G07050",8.058093055,4.129334784,6.277170269,2.533966013,6.858853976,4.086915741,5.882867863,3.138253832,0.814715084,1.517861149,1.397651731,0.870838035,4.473900143,1.578724029,3.71732041,3.170905645,5.204705949,2.776349636,1.233182911,2.392870529,2.605596237,4.714096332,0.603912613,2.641201727,1.043442927,1.152252153,1.480650862,1.225448647,0.930800794,2.408434301,1.969451385,NA
"AT3G06930",2.04854571,1.57240169,2.067771498,1.256673884,2.155254766,1.54652817,1.868655637,1.236371907,0.93759348,1.140929138,1.307017114,1.005759163,1.982583151,2.0068723,1.747615436,1.620847899,2.212767341,1.409231069,1.743146162,1.678194446,1.521104871,2.679464542,0.682481595,1.627683669,0.921184802,1.001606853,1.238488315,1.05375999,1.052116961,2.126858247,1.5842924,NA
"AT3G06940",1.075701301,1.083718427,1.012351917,1.028242719,1.229285127,1.154840434,1.271981648,1.016753467,1.135363098,1.056312935,1.055072103,1.244819293,1.707780474,1.442022475,1.218451657,1.005170511,1.594610881,1.055573579,1.33084533,1.040834205,1.108978304,2.70069324,1.161273323,1.656981622,0.939859706,0.943998824,0.982900521,0.95558635,1.018840594,1.1635818,1.082684794,NA
"AT3G06890",1.27631113,1.441767932,1.264406646,1.039306258,1.473492826,1.096111448,1.164203486,0.931536002,1.601515226,1.560173964,1.59137183,0.906818313,1.115354423,1.628934356,2.181462604,2.172381845,2.278793202,2.093212766,2.629876122,1.316062447,1.210906799,1.800990343,1.125326649,1.379074597,2.239445877,2.872351639,1.45536568,2.189054399,2.086937533,1.09864464,1.81616048,NA
"AT3G07010",4.608444023,4.311440565,4.701893771,3.711351363,3.920063388,3.813397655,4.857682397,3.92221127,5.621253977,3.249300927,2.273163038,4.297882159,1.908258135,1.398451036,2.598018169,1.460361818,5.065980511,1.267712178,0.810465057,2.071892945,0.818223025,0.843341471,0.872180744,0.844581747,2.604456182,2.782979495,0.969723887,2.119053188,0.702814193,1.279687734,0.908052599,NA
"AT3G06960",1.945926027,1.177022113,1.757166402,1.034413908,1.512249512,1.163999801,1.527290413,1.210481904,1.303794166,1.345947369,1.311232446,1.37274773,1.784777257,2.008656376,1.283304459,1.221798192,1.422136745,1.20597844,1.370094501,1.091277915,1.141091202,2.299383626,1.113647133,1.518040654,1.745631559,1.8038424,1.477230968,1.675568309,1.375055253,1.148710149,1.266758192,NA
"AT3G06860",3.212537822,2.992613881,3.301672538,3.688835885,4.157782285,4.568235782,4.755168771,3.127492283,4.110777487,3.372851321,3.412155364,3.010526281,2.72306433,4.746099027,4.415618028,4.307012466,4.8096276,4.130214019,9.788861959,2.504784273,1.635864245,2.968786066,4.801561796,3.135404036,2.312324447,1.565441626,2.610663927,2.16281,2.518646818,2.188757752,3.023392141,NA
"AT3G07020",2.102995742,2.291422401,2.053578597,1.881616987,2.048587127,2.061490519,2.463245427,1.83406689,3.94687008,2.992025372,3.1258628,4.352831365,1.865767377,2.941956112,2.064352504,1.662531843,2.545794032,1.984731636,3.891177838,2.047153926,1.39288696,4.108247851,6.567852474,4.022995762,4.607924711,3.79456675,2.298609423,3.567033628,2.770751323,2.389382952,2.674556534,NA
"AT3G05990",0.968524905,1.919057902,0.889581418,1.520101866,0.964042967,1.458516186,1.347503959,1.716844493,3.040322438,3.881424652,2.537651924,3.647177291,1.412552639,1.820040439,1.422246096,1.051789143,1.815773319,1.399175826,3.872501653,1.519562673,1.166455737,2.128263627,2.930941892,2.075220419,5.017579304,6.496222615,1.797996534,4.437266151,2.798124028,1.271744109,2.35096776,NA
"AT3G05970",3.618917468,2.725611175,4.004824138,3.110608404,4.281609522,3.929623129,4.937299701,3.035179233,5.087374417,3.752879135,2.816335815,3.55317039,2.999819218,3.654805135,3.318969321,3.232265216,4.041547111,2.683095638,4.230736715,2.441487982,1.8809892,5.748654935,3.794723466,3.808122534,2.694637973,1.727679367,2.284626542,2.23564796,4.002682854,2.602023665,3.867863126,NA
"AT3G04350",1.426923813,1.182833967,1.219069506,1.327720496,1.234228664,1.421868248,1.61595818,1.232261057,2.383904154,1.651253571,0.925546304,2.619772471,1.7074198,3.405420284,1.165387969,0.935826571,1.538371303,1.021966033,1.351845987,0.974353436,1.097765906,1.957091451,1.534547469,1.529801608,2.15258186,1.489136723,1.942677218,1.861465267,3.032650182,1.315799183,2.093534271,NA
"AT3G04080",1.324760877,1.979710898,1.678132295,2.041926406,1.773261658,1.935316077,1.90571841,1.576960583,2.601538396,1.834736732,1.580542603,1.365311668,2.153104957,1.328323486,2.550604896,1.580951336,4.297729266,1.773134085,4.616302141,1.327646554,1.489660172,6.58051363,8.889331304,5.653168369,1.831768547,1.215937192,1.768005953,1.605237231,1.29006269,1.809503158,1.688348982,NA
"AT3G04470",2.473227397,1.973271629,2.121296179,1.862313285,2.673614892,2.051120586,2.615265208,1.788195286,3.365922062,2.805425089,2.359253654,2.573825371,4.1150843,3.218015719,2.350171303,2.081220153,3.049908048,1.919385709,2.700595089,2.101787414,2.273859791,7.250533496,9.676356555,6.400249947,3.831410332,3.195926913,3.144648502,3.390661916,2.891446173,3.050895778,2.917276889,NA
"AT3G04400",65.0008829,43.00290139,57.53512387,40.78247605,56.44141411,40.94522431,48.14884956,38.62393765,26.00914969,28.19267838,31.06047488,31.1714985,44.92191656,33.30949904,45.93450074,52.99223371,47.00455507,37.80671345,24.84384731,42.49824713,46.4867413,46.38958707,7.088884629,33.32173767,21.63690608,29.02707247,24.36674543,25.01024132,15.37457558,37.40261159,25.04522046,NA
"AT3G04240",2.377468616,3.555544229,2.569778112,1.993259503,2.254622315,4.206827381,3.15541975,2.409055654,4.308831355,4.322924514,4.086104117,5.297102848,1.814392204,3.698544411,2.024120187,1.924180452,1.941747306,2.206432803,6.422077953,2.226331858,2.097340198,4.10559709,4.335763055,3.512900114,6.50159712,5.556867733,3.607928415,5.222131089,5.851314688,3.136263841,4.85674804,NA
"AT3G04230",3.374582886,2.313669929,2.965829077,1.634164139,2.876767952,2.355866004,3.059319967,2.001021216,1.508719448,1.954921382,2.029407117,2.001949271,3.032430161,2.762162638,4.118967472,3.379776005,6.720140949,2.256985463,1.044350594,4.379438524,4.22822344,6.743093951,0.992447103,3.987921498,2.091245061,1.557091166,2.578641331,2.075659186,0.889582933,2.090899917,1.497279277,NA
"AT3G04090",7.54336419,9.147226161,6.438388204,5.736722225,6.760669472,7.365046127,7.323815536,4.444064636,14.72470985,11.24533896,10.5921469,15.00966415,6.2244451,4.875595034,6.688793023,6.428970702,9.807081219,3.830327148,7.555339945,4.839586657,3.403368121,11.27064663,21.07762618,11.91721364,6.211536651,3.457668974,5.371033697,5.013413108,8.706008265,7.516210945,8.977817653,NA
"AT3G04120",47.3014637,39.84854213,49.61594609,42.03537052,39.39580145,43.86081171,43.63171389,41.29442474,26.10116746,26.10391166,35.63474148,26.72641338,24.88961075,13.98334188,44.11400132,49.41263468,47.32209138,35.6072779,26.93132641,34.03906692,3.561448355,15.20405494,6.967977681,8.577826991,9.388575807,4.006599342,12.16043862,8.518537921,13.01077631,14.25711084,15.92390414,NA
"AT3G04480",1.688222704,1.625634759,1.778355973,1.84868885,2.102104894,2.361269169,2.625008984,1.70925524,2.508762725,1.913886973,1.704055448,2.263764252,3.068904607,2.457552288,2.107764162,1.711041702,3.172859984,1.439390801,1.612257035,1.309899247,1.00919254,2.14528826,0.895946656,1.350142486,1.442447329,1.343337518,1.553163643,1.446316163,1.622435289,1.371236764,1.644089444,NA
"AT3G04500",1.564772278,1.514509989,1.527457107,1.195961775,1.52295872,1.35372241,1.536446911,1.227150831,1.04314761,1.124597211,1.236774652,1.180817676,1.063342096,1.301213837,1.322489721,1.353300084,1.451972752,1.162196326,1.648419528,1.257286538,0.979715562,1.592143136,1.525081512,1.365646737,1.306317167,1.399419535,1.358338609,1.35469177,0.953975299,1.05091871,1.067670263,NA
"AT3G04520",1.579392262,2.827516672,2.616832308,1.486749553,4.433570595,1.91146294,2.42958872,1.208121203,0.779210274,2.509612982,6.786563405,0.578552823,7.415330107,3.599781034,0.712779035,0.818053946,0.552455681,0.767827477,0.640072571,1.558035298,1.12022093,0.694663751,0.769297687,0.861394123,3.958994074,3.600741908,0.949879193,2.836538392,0.699888906,0.899944664,0.872655603,NA
"AT3G02760",2.83411454,2.32394945,2.240395432,1.855092738,3.507516049,2.744747022,3.235359767,2.012167671,1.946264034,1.549522812,1.328325831,1.975204557,5.499142592,2.125228981,1.89409544,1.669426756,2.736749928,1.276109637,2.285419855,1.319581325,2.062595327,6.389734353,1.244259559,3.232196413,1.492641961,1.384182403,2.290284441,1.722369601,1.65272168,1.796865674,1.860198347,NA
"AT3G02750",1.863201628,1.868002667,1.700018257,1.745772966,2.114285624,2.627039282,2.457700175,2.001680561,3.630662432,2.519713612,2.216144996,2.634836744,1.257170629,1.750131052,1.512949283,1.307327446,1.971398899,1.260121503,2.273430808,1.304202279,0.858444024,1.367368366,1.081142349,1.102318246,1.214983339,0.793161966,2.011432,1.339859101,2.945881802,1.094704947,2.096328159,NA
"AT3G02990",0.892824123,1.017350671,0.767052721,0.889841909,0.842256486,0.858946562,0.832902363,0.943355649,1.147986742,0.978857375,0.879375348,1.296015353,0.714653561,1.840992122,0.824840232,0.891016242,0.759252599,0.824251855,1.940982885,0.803052885,0.806760639,0.643741639,0.809775154,0.753425811,1.88529624,1.117638985,1.536744612,1.513226612,1.652256705,0.863219007,1.321855704,NA
"AT3G02840",1.922074023,1.805692902,5.732193536,1.507457032,1.991953727,5.619399332,6.881473391,1.561864794,2.714996541,5.246631457,3.548094998,1.72320123,0.956988921,2.53075059,2.307431306,3.138977467,1.017444866,2.765871584,4.363546349,2.092341116,1.998626345,1.495834106,1.898707543,1.797722664,3.413261752,3.554864712,2.965481725,3.31120273,10.37698904,1.370347962,6.281174769,NA
"AT3G02910",7.228982437,6.009471161,13.82348278,4.826066243,9.738722446,7.275621941,9.265970728,4.157529353,5.653049014,4.690502748,3.115232787,5.548624529,1.365652535,1.509875337,3.450227371,2.233246273,3.580547783,4.536888056,1.650854454,2.506035051,1.342072917,1.362537195,2.537519763,1.747376625,4.515275596,1.820685638,5.98645636,4.107472532,4.830927057,3.990824666,5.208216845,NA
"AT3G02875",1.6540767,2.544710152,1.612517399,2.116689335,1.325066291,2.866968861,2.0096832,2.393686616,5.205376809,3.259324618,2.901543009,7.981744145,1.397081327,3.868581794,1.633589734,1.656369735,1.568543359,1.67585611,5.675371406,1.410088968,1.011597792,0.797052987,1.112950125,0.973866968,1.754474275,1.256575143,2.554225411,1.85509161,2.861859035,1.429809831,2.298620488,NA
"AT3G02920",1.90540847,1.49933377,1.640934792,1.21804782,1.87500683,1.342246772,1.471362941,1.169332552,1.390821517,1.386173006,1.530988993,1.465303557,3.32415473,2.27668946,1.612749457,1.606011129,2.009692899,1.222544343,1.743496997,1.652189227,1.820127622,4.213579337,1.147812282,2.393839747,1.296563019,1.769440887,1.596250348,1.554084751,1.100199732,1.70181182,1.561333225,NA
"AT3G02870",2.64302934,2.199769149,3.113845591,1.854433774,2.779544233,2.62471214,3.15654935,1.58481005,2.420161199,2.272531385,2.643400357,2.350485753,2.880705002,2.323717919,1.800243238,1.837415332,2.102798118,1.460516264,2.736314186,1.452071507,2.296672214,4.454052401,2.070981905,2.94056884,2.604639695,2.37453581,3.396070699,2.791748735,3.292690766,2.864531994,3.56930997,NA
"AT3G02770",3.908243567,3.728035063,6.352033311,2.426138443,4.099317735,4.817157736,5.754721053,2.114031364,7.648050632,6.429932607,6.05661046,9.442765786,5.471294362,2.78037206,1.139381028,1.471812431,0.911817125,1.034513529,1.049332172,3.009462826,2.466141424,2.365756375,1.456916701,2.0962715,6.66301095,5.048010556,4.956424889,5.555815465,7.601274913,4.091435565,4.931169049,NA
"AT3G02740",2.388593253,1.734522032,2.021305811,1.8800093,2.179435024,2.333192876,2.445850731,2.115266697,5.1021595,3.566729121,3.279853702,6.103947484,3.34133975,3.151903196,2.249678937,1.981121874,2.710954756,2.056960182,5.313176249,1.704230221,1.804301374,5.6141867,9.06313133,5.493873135,10.55413566,14.31514672,2.031355194,8.966879191,3.777424856,2.212557727,3.251515231,NA
"AT3G02880",4.304119541,5.743643081,4.350576955,8.470651258,5.46119442,8.988798564,8.071701138,7.778501764,9.670383649,7.830247784,8.291639032,9.21919321,4.346100633,4.57080219,5.717721758,3.391391761,8.364277678,5.397495836,5.526150574,5.970756609,2.828556829,6.593873786,10.30056393,6.574331515,6.086484393,4.586897579,5.507092644,5.393491539,8.273209635,6.207181444,7.864701035,NA
"AT3G02780",15.80963688,12.64988783,15.72427743,10.14993461,11.87508113,14.91416585,14.11462216,9.19558326,25.2310032,18.18055048,17.06343089,29.76305145,14.46125229,8.341075036,10.53748417,11.41276854,12.8708582,7.328825774,12.01668332,9.352687433,3.894641137,11.27444349,6.427150886,7.198745171,10.5598133,6.458795059,11.41986036,9.479489574,12.23563523,11.38651489,10.73838409,NA
"AT3G02720",3.755371521,3.277500174,3.507265008,2.859939397,3.49261207,3.133094786,3.473457205,2.58894478,5.296492518,3.589217838,3.427566843,4.387548713,3.496603169,3.88459596,4.422375412,3.84708316,5.287663763,4.132379315,5.165100674,2.198630585,1.688425741,4.465108045,1.926891722,2.693475169,3.00264715,1.987909742,2.648436932,2.546331275,2.533456624,2.01820505,2.624963883,NA
"AT3G02790",9.764839693,5.964865862,7.28130531,4.087305029,7.893717865,5.075786646,7.251870505,3.752077456,3.861633235,2.992232357,1.571260618,4.425795979,3.715036543,1.829876189,3.672399808,3.755189836,4.768879055,2.493130533,2.363609844,1.959639171,4.07111179,5.46143505,1.237600255,3.590049032,2.098538544,1.612026969,2.440438066,2.050334526,1.198829316,1.306405484,1.28034421,NA
"AT3G02950",1.669211313,1.364504645,1.432848472,1.041359075,1.605552706,1.185222371,1.352694739,0.967937145,1.113381987,1.043813272,0.962815576,1.038851958,1.519048733,1.297002387,1.262557264,1.194632606,1.598361372,0.994677815,1.004513296,0.949804287,1.332628837,2.317060806,1.073419502,1.574369715,1.189157072,1.121123544,1.218034675,1.176105097,1.172857248,0.903320273,0.979403656,NA
"AT3G07990",1.430864909,1.954790449,1.800507538,1.700355949,1.435253909,1.532105872,1.740197516,1.185050645,3.658899768,2.197984907,1.687554368,1.762214121,1.229378446,1.426995771,2.326231983,1.914032588,3.896322093,1.168341266,0.846982544,1.458346304,1.328570971,2.762239807,2.238767419,2.109859399,1.568766628,1.129489239,1.45035619,1.382870685,0.65303587,0.974016724,0.795175507,NA
"AT3G07890",2.336845814,2.495355229,2.362008091,2.325402525,1.835309993,2.4690631,2.101459606,2.272299277,1.945664821,1.904648502,2.820529457,1.928809461,0.943064988,1.40107532,2.26866026,1.487874013,3.208619113,2.109487655,2.085126602,1.711656268,0.896266138,1.607141288,1.772494218,1.425300548,1.05427407,1.044515824,1.101013588,1.066601161,1.813940015,1.044796487,1.481780612,NA
"AT3G07880",4.530494775,4.129615428,4.313109682,4.312416835,3.190311796,3.595168462,4.066435164,3.784861074,4.584448579,3.863474367,3.905949734,4.743216271,4.69614701,4.180326492,3.478707249,1.90540013,6.11218884,2.418532776,1.541054343,4.437133579,4.710692001,11.15333715,8.940985577,8.268338244,4.130148198,2.747647119,3.73540221,3.537732509,3.738566476,3.983383643,4.098354604,NA
"AT3G07950",3.090747565,2.985770312,2.831060337,2.295010841,2.353293548,2.390786021,2.821889221,1.825053867,2.078140093,1.929000338,3.121455411,1.029951688,1.30116526,1.906509054,4.520113324,3.716588778,8.465975466,1.377775727,2.225675986,2.898413039,0.859615373,3.027099379,2.17783269,2.021515814,1.27435931,1.296876808,1.04713231,1.206122809,1.3166201,0.923711865,1.03812847,NA
"AT3G08030",6.408964079,4.398320859,8.118472861,5.510751776,6.721796583,4.695966629,5.965246148,5.338991077,4.510672459,4.071210145,4.664568972,2.75400333,4.412718044,8.494437954,8.662302817,8.230482968,12.01836008,5.738065402,2.396891382,4.166026062,4.875994411,5.153638974,1.241853028,3.757162137,2.808341174,1.921677068,2.650605115,2.460207786,1.110860251,1.589070816,1.886600146,NA
"AT3G07910",4.980891965,3.788224496,4.920699758,2.693153974,5.301243999,3.839855593,4.946294783,2.846057045,3.883786708,3.946760638,4.338058919,5.166715837,9.440122422,3.895438937,4.024873065,3.892064106,5.57994534,2.602609749,2.627898304,4.015443804,3.249082473,9.128845962,2.044200633,4.807376356,3.397092796,4.29826857,4.25005128,3.981804215,3.931909843,3.419605952,3.968981556,NA
"AT3G07810",2.726664894,2.821606961,2.520894534,3.071807253,2.527533091,3.164253796,3.311962595,2.768550234,2.149055689,2.159899002,2.574402198,1.466596581,1.413006639,1.168579651,3.426426985,2.672058441,5.473596748,2.133625768,2.460826517,2.36004464,1.018984114,3.190413642,2.742151083,2.317182946,1.388476857,1.599088458,1.407891088,1.465152134,1.93598459,1.763587496,1.94756614,NA
"AT3G07870",1.210792646,1.74467354,1.196967815,1.572416026,1.085568246,1.546588252,1.56198623,1.759569461,3.753875325,2.987305247,2.344617585,4.608817606,1.540719535,1.5856276,1.175652858,0.903472022,1.701915053,0.921571499,0.724146471,1.156050693,1.009518019,1.635928508,1.516345243,1.387263923,3.088627669,1.866642187,3.752323599,2.902531152,3.487179309,1.271085737,2.455087554,NA
"AT3G09840",13.14845519,11.93375337,12.39893188,13.57648673,16.36279362,15.06302324,15.56873954,12.24716876,20.45697383,16.2048657,16.26714306,21.1659192,17.93638607,12.15967852,12.93753843,11.56442537,17.39877222,9.84941771,20.73138807,10.12296666,6.354763343,21.33061897,15.22371049,14.30303093,14.99207422,18.54775291,10.36909449,14.63630721,17.85340278,12.88613575,15.82152227,NA
"AT3G09830",0.820729681,1.175536811,1.283945023,1.019988507,0.984544397,1.681166486,1.418365177,1.020536898,2.441936772,2.053909575,2.47174996,1.90456704,0.713498232,1.832598221,1.573140498,1.036113495,0.83774031,2.84556769,6.215442876,1.183803765,0.865335786,0.690196015,0.931254232,0.828928678,1.306634972,0.823421537,1.382589849,1.170882119,6.537800828,1.826841184,4.350642856,NA
"AT3G09920",0.871848842,1.44409624,0.840282735,1.029439564,0.9858973,1.215434648,1.151969714,1.016635662,1.356429106,1.632153826,1.978683439,1.216630957,0.859222532,1.538376894,1.357486658,1.183826891,1.311831464,1.57680162,2.987662746,0.844372726,0.775717076,0.785203653,0.760540507,0.773820412,1.016115951,0.802485947,1.351652487,1.056751462,1.278143589,1.417735068,1.382001666,NA
